Title,Publish Date,View Count,Like Count,Dislike Count
Learn Bengali Conversation: Daily Routines For Students,"Premiered May 5, 2019","39,791",970,26
How To Speak Bengali - In A Minute,22-Jun-17,"926,849",16K,1.3K
About Learning Bangladesh | CEO of  Hello Laundry,16-Mar-17,"1,002",16,0
HOW TO MAKING TANK IN BIOFLOC FISH FARMING.,18-Aug-19,"208,631",2.8K,212
Lesson 1 | জ | ন | ল | ফ | র | া | ে | ি| Alphabet | Learn Bengali through English | Shusmita Shyama,2-Apr-17,"28,522",760,14
নারায়ণগঞ্জের আড়াইহাজারে দুই তরুণের বায়োফ্লক প্রকল্প,21-Sep-19,"130,780",LIKE,DISLIKE
Learning Bengali || Special guest,29-Oct-20,"234,189",11K,358
Learn Bengali through Hindi . Learn Bangla language from hindi . Bangla speaking practice.,29-Jan-19,"26,178",529,35
آؤ بنگلہ سیکھیں سبق-١ Learn Bengali through Urdu lesson.1,2-Jul-15,"24,983",678,16
Biofloc Online training Part - 1 Tank Outlet Installation ll WhatsApp 7647988667 ll in Raipur,,"188,612",3.4K,198
Learn Bengali Love Related Conversations(Practical Examples),15-Sep-18,"121,428",2.8K,81
Biofloc total tank cost || #biofloc #fishfarming || biofloc tank banane me kitna kharcha ata  he,29-Sep-19,"185,848",6.4K,170
30000 litres biofloc cement tank outlet pipe fitting aur sloping,21-Mar-20,"213,378",2.2K,113
Speaking in Bengali | #SawaalSaturday | MostlySane,4-Jan-20,"948,527",54K,1.6K
l Biofloc l Chapter -1 What is Biofloc l Biofloc क्या है और ये कैसे कम करता है  l Biofloc Fish Farm,25-May-20,"43,289",2.2K,33
"Biofloc fish farming,  6महीने में पैसे डबल  How to start ,profit training",22-Aug-19,"1,698,349",33K,1.4K
Water preparation in BioFloc. BioFloc fish farming,8-Feb-19,"209,935",5.7K,291
Rani Mukerji Speaking In Bengali During Durga Puja | LehrenTV,2-Oct-17,"2,224,097",12K,947
How To Apply Sunrise Bank Vacancy 2078 Nepal | IT/ Computer Operator Latest Vacancy,8-Jun-21,146,8,0
Growing Marine Shrimp in a Bio Floc System,29-Jan-16,"170,837",1.7K,40
SPEAKING ONLY BANGLA TO MY HUSBAND FOR 24 HOURS! *he was so confused*,27-Jun-19,"920,851",34K,1.3K
Bengali 100 important sentences - Popular Phrases - Quick Lesson,24-Nov-18,"63,634",1.3K,58
সুন্দর করে কথা বলার কৌশল |How To Talk To Anyone In Bangla |Bangla motivational video।,30-Apr-17,"1,383,509",30K,1.3K
Bengali Gaalis | things bengali people say,24-Dec-19,"67,662",3.1K,285
বায়োফ্লক মাছ চাষে ১০ হাজার লিটার ট্যাংক সেটাপের সকল খরচের হিসাব,,"9,127",LIKE,DISLIKE
Biofloc Fish Farming Business|সিমেন্ট ট্যাংক হলো আদর্শ বায়োফ্লক পদ্ধতিতে নদীয়া জেলার অরূপ বাবুর মতে,15-Oct-19,"157,314",2.6K,203
how much price cement tan10000 liter? ১০০০০ হাজার লিটার এর সিমেন্ট tank বানাতে কত টাকা খরচ?,5-Sep-19,"32,165",574,75
বায়োফ্লক প্রযুক্তিতে উৎপাদনে তিন গুন লাভ | মাছ চাষের নতুন প্রযুক্তি বায়োফ্লক | সফলতা কথা,28-Aug-19,"1,247,590",17K,1.4K
बांग्ला भाषा सिखे||दो मिनट के अन्दर||आसान हिन्दी विधि से||Learn  Bangla Language Trough  Hindi||,3-Nov-18,"477,097",11K,815
Biofloc Floc Making | Probiotics for Biofloc Fish Farming | Probiotics Making | Malayalam Biofloc,8-Jun-21,47,2,0
"Biofloc Fish Farming in India|एक टैंक से 80,000 की कमाई सच या झूठ|मछली पालन",12-Sep-19,"538,076",9.3K,882
Biofloc शुरू करने से पहले आपको किस किस सामान की जरूरत पड़ेगी। Important things you need before start,15-Mar-19,"221,623",5.1K,343
এক সময়ের প্রবাসী বর্তমান একজন সফল মৎস্য খামারী | পার্ট ১ | Successful Fishing Farming in Bangladesh,26-May-21,750,6,0
Biofloc Fishfarm में  टैंक के लिये जमीन तैयार ऐसे करें.,11-Jan-19,"1,157,798",21K,1.2K
বায়োফ্লক মাছ চাষের পানি তৈরী এবং বিশুদ্ধ করার উপায়,24-Oct-20,"5,061",182,7
সঠিক ভাবে করলে বায়োফ্লক বাংলাদেশে বিপ্লব ঘটাবে।  বায়োফ্লকে সফল উদ্যোক্তা লালমনিহাটের সালাম,8-Dec-20,"19,512",644,30
বায়োফ্লক করে কতো টাকা আয় করলাম??? বায়োফ্লকে হার্ভেস্টিং এর হিসাব।,10-Jun-21,14,2,0
"Production of Desi Magur,  Clarias magur in Backyard.",13-Jun-21,"10,975",1.1K,31
বায়োফ্লক আপডেট। Biofloc fish farming bd,14-Jun-21,764,25,1
ബിയോഫ്ലോക്ക് മത്സ്യകൃഷി ലാഭകരമോ??? | Biofloc fish farming in kerala.,12-Jun-21,"1,209",86,1
big problem in semibiofloc or pond culture,14-Jun-21,357,32,1
ঘরের ভেতর মাছের কারখানা | Shykh Seraj | Channel i |,14-Jul-19,"248,985",4.1K,159
Biofloc fish farming madaripur 01767782891,20-Sep-20,"1,384",57,2
Biofloc Fish Farming Pakistan | دو مرلے جگہ میں ایک ایکڑ جتنی مچھلیاں پالیں اور کمائیں لاکھوں,24-Apr-21,"5,798",180,4
বায়োফ্লক ফিশ ফার্মিং এর অ্যামোনিয়া থেকে মুক্ত হয়ে মাছ গুলির মুক্ত চলাফেরা,"Premiered Jun 14, 2021",96,12,0
Biofloc Cement Tank Construction | Biofloc Tank Setup | Biofloc Fish Farming | VS Farming |,11-May-21,"7,046",166,11
China puti fish farming in biofloc Tank Latest (2020)🔥🔥🔥,6-Sep-20,"14,737",410,24
Biofloc fish harvesting/biofloc fish farming profit or loss🐟🐠🐟🐠,11-Mar-21,"14,253",262,31
बायोफ्लॉक ट्रेनिंग फ्री-फ्री । Biofloc का 36 टैंक सेटअप । biofloc fish farming,20-Oct-20,"176,383",3.2K,119
Make In Odisha- Scopes & Challenges | Biofloc Fish Farming | 13th June 2021,14-Jun-21,430,21,0
Biofloc Fish Farming Main Ring Blower aur Airoxy Tube Pressure Test // waoo amazing,25-Sep-20,"36,014",762,39
fishing Biofloc fish farming// Monosex ilapia update 45dys growth,27-May-21,"3,965",108,4
FISH SEED FOR BIOFLOC FARM -Biofloc tripura-Tripura Biofloc fish farming &free training KOI /TELAPIA,30-Apr-21,"1,526",58,2
Best Salt For Biofloc Fish Farming | Biofloc Fish Farming | Biofloc In Bengali,17-Sep-19,"10,385",595,22
Pangasius Fish Feeding In Pound | Fish Farming Business In Bangladesh Near India | Wild Fish Hunting,"Premiered Oct 4, 2019","3,119,273",14K,1.6K
Biofloc Aquaculture Bangladesh /Introduction,30-Jul-19,288,18,0
Biofloc Training at Indonesia Part 3 ইন্দোনেশিয়াতে বায়োফ্লোক মাছ চাষ প্রশিক্ষণ -Part 3,21-Dec-18,"2,501",34,3
Biofloc Training at Indonesia -Part 5 ইন্দোনেশিয়াতে বায়োফ্লোক মাছ চাষ প্রশিক্ষণ -Part 5,21-Dec-18,"9,922",119,5
Biofloc Freshwater Fish Farming Online Training Part 03... Hindi,"Premiered Dec 13, 2019","1,685",65,4
BIOFLOC LIVE HARVEST-KOLKATA'S FIRST,28-Aug-19,"31,922",763,45
Biofloc Freshwater Fish Farming Online Training Part 05... English,"Premiered Dec 22, 2019","2,377",61,2
How to control disease in biofloc | Biofloc In Bengali,29-Nov-19,"4,007",247,5
bottom clean vs biofloc || bottom clean fish farming siliguri || biofloc siliguri ||  raceway track,,"14,750",406,47
Water parameters testing in BioFloc,1-Mar-21,"3,091",112,19
how to make FCO || FCO कैसे बनाये || biofloc online training part 7,23-Aug-19,"40,564",2.2K,71
Biofloc l Chapter-10 l Full Detail about Feed Management Chart in Biofloc l फिश फीड की पूरी जानकारी,27-Jun-20,"35,408",913,32
বায়োফ্লক সরঞ্জাম পেতে আর সমস্যা নেই // All Biofloc Materials available // Fish Farming,18-Aug-20,"15,167",501,25
Biofloc Freshwater Fish Farming Online Training Part 03... Hindi,25-Dec-19,"4,556",183,6
"Biofloc Success Karne Ke Tarike, Fail Nahi Hoga Kabi",30-Sep-19,"23,806",1.1K,35
biofloc online training step by step biofloc fish farming  biofloc fish farming,25-Jul-20,"2,061",33,2
Biofloc Freshwater Fish Farming Online Training Part 02... Hindi,"Premiered Dec 11, 2019","2,108",94,0
l Biofloc l Chapter - 5 l Fish Suitable for Biofloc l कौन का मछ्ली Biofloc के लिए सही है l  Fish,9-Jun-20,"21,283",720,22
Ornamental Fish in Biofloc ll RSM BIOFLOC TRAINING in RAIPUR ll,14-Jan-21,"1,584",71,0
BioFloc fish sampling and Public visit in Maharashtra,28-Aug-19,"11,175",297,15
"Low cost biofloc asbestos tank setup, spawn culture in biofloc tank, a must watch video",13-Jan-21,"2,440",40,1
Biofloc Training Tripura:COMPLETE FREE GUIDANCE IN 2020|NO HIDDEN CHARGE| Bottom Clean Technology,17-Dec-19,"4,044",135,8
Biofloc Water Parameter And All Chemical Test,2-Mar-19,"28,327",595,57
Nitrifying Bacteria Booster apply for ammonia reducing,14-Nov-20,589,16,3
How to stocking and sanitize your fish for biofloc,"Premiered Feb 28, 2020","3,380",85,8
"l Biofloc l Chapter-2 l Important Testing Kit & Meter l  Biofloc Fish Farming l Ph, Tds, Master Kit",28-May-20,"21,562",753,21
Biofloc shrimp farming ll Water Preparation Part 1 ll,9-Nov-20,"2,700",103,9
Biofloc Freshwater Fish Farming Online Training Part 05... Hindi,"Premiered Dec 18, 2019","3,203",114,5
Biofloc Accessories | Biofloc Fish Farming | Biofloc In Bengali,28-Sep-19,"16,727",486,17
Biofloc pungasius fish grading|Biofloc fish harvesting/Biofloc fish farming odisha#kendraparabiofloc,15-Mar-21,"1,709",51,1
Biofloc Water Preparation in English for International Viewers,22-Aug-19,"2,871",78,25
বায়োফ্লোক পদ্ধতিতে মাছ চাষ কমন রোগও প্রতিকার|Biofloc fish diseases and treatment,17-Sep-19,"23,579",783,39
Free Training tai Biofloc ni manwi tabuk Agartala o b manthwgo.,,"3,373",141,7
Pangas Growth Update || KGN Biofloc Fish Farm,16-Aug-20,"52,322",895,70
Improving shrimp production in Bangladesh,20-Sep-16,"3,328",34,1
Biofloc Freshwater Fish Farming Online Training Part 07... Hindi,"Premiered Dec 25, 2019","2,732",89,7
Biofloc Fish Farming ..part#2 || বায়োফ্লক প্রযুক্তিতে মাছ চাষ,18-Jul-20,"8,061",407,12
Biofloc Equipments Retailer (Park Street Kolkata).,5-Nov-19,"3,141",137,7
Shrimp in biofloc ll Estimated project report ll RSM BIOFLOC Training in India ll,6-Feb-20,"8,344",186,25
"Biofloc me liv-52 ka kam || FCR barhaye bohot fast || Biofloc fish farming, complete process","Premiered Sep 22, 2019","35,323",1K,45
Very Big BioFloc Setup Failure,29-Apr-21,"3,178",180,19
Biofloc Freshwater Fish Online Training Part 08 ... Hindi,"Premiered Dec 27, 2019","1,905",60,3
Vietnam Koi Disease Control In Biofloc Fish Farming (PART 1),5-Dec-19,"4,858",162,27
লেয়ার মুরগি পালন ব্যবসা শুরু করবেন কিভাবে  - Layer Chicken Farming in Bangladesh,12-Dec-17,"220,049",1.7K,144
Biofloc Live harvest - Kolkata's First,6-Nov-19,862,16,2
Bottom Clean and Biofloc fish Farming || 2021 New Video🔥,3-Jan-21,563,7,2
How to make feed for Biofloc Fish🐟🐠 কিভাবে মাছের খাবার বানাবেন😲😲,3-Apr-20,"2,173",42,12
Sab kuchh milta hai | সব কিছু পাওয়া যাবে,14-Nov-19,"42,505",959,61
Ammonia in biofloc tank zeolites powder control in ammonia NH4+NH3,22-Mar-20,"9,579",170,9
Fish Farming Schemes For West Bengal - Inland & Marine Fishries Schemes Detail,2-Nov-20,"3,757",92,8
Biofloc fish farming | How to start biofloc fish farming | profit training Bihar India| Machli Plan,6-Oct-20,"1,210",63,4
Reducing antibiotic use in Bangladesh fish farming – securing our future through better practices,23-May-19,"2,285",44,0
Biofloc is totally loss,14-Nov-19,"12,751",191,41
Biofloc Freshwater Fish Online Training Part 11 ... Hindi,"Premiered Jan 6, 2020","2,073",55,3
Biofloc in Orissa,16-Jan-20,"1,512",19,1
biofloc Freshwater Fish Farming Training Part 02,"Premiered Dec 15, 2019","4,057",144,4
Biofloc Freshwater Fish Farming Online Training Part 04... Hindi,"Premiered Dec 15, 2019","2,189",88,3
Biofloc probiotics part 2,3-Apr-19,"20,279",333,14
Biofloc online.training part 2,8-Apr-19,"15,544",268,39
Workshop On Biofloc System in Chittagong. ( Pro Edition),4-Jan-19,"2,453",48,8
Kaisa thaa 18-19 May ka BioFloc Fish Farming Training? बाय़ोफ्लौक ट्रेनिंग कैसा था?,20-May-19,"47,984",1.1K,57
Tips To Control Fish Mortality In Biofloc ????,9-Feb-20,"2,877",52,30
Biofloc Fish Farming training in Mumbai,26-Oct-19,"9,915",138,31
Biofloc Equipments Retailer (Kolkata),14-Nov-19,"10,392",282,11
ALL BIOFLOC ITEMS AT WHOLESALE PRICE II DELIVERY AVAILABLE AT NORTHEAST REGIONS II  ASSAM BIOFLOC,17-Feb-20,"35,236",1K,35
Where And How U Take Biofloc Training...,18-Jan-19,"5,813",75,8
High density Tilapia Fish In Biofloc Fish Farming,20-Apr-21,"5,078",144,18
Biofloc,14-Jan-20,587,23,1
Biofloc Freshwater Fish Online Training Part 09 ... Hindi,"Premiered Dec 31, 2019","2,170",88,4
Biofloc Catfish Growth ll Sludge a problem but no Solution ll RSM BIOFLOC FISH FARMING TRAINING C ll,,"20,880",475,96
Biofloc Fish Farming | Fish farming | Biofloc fish farming in india | Training ep-  1,19-Feb-20,"3,575",114,9
IS BIOFLOC POSSIBLE IN WATER CONTAINING IRON? II BIOFLOC FISH FARMING IN ASSAM,25-Jun-19,"3,204",69,13
||Biofloc||বায়োফ্লকের প্রথম বাংলা বই প্রকাশিত হলো মালদা জেলার নাজেস বাবুর অনুপ্রেরণায়||Active Unique,24-Oct-19,"34,467",1.1K,69
fish seed price list //Fish Seed very Low price in this hatchery,5-Aug-20,"69,175",1.1K,80
How to be a Good Sales Man by Nizam Akond in Bengali,"Premiered Nov 18, 2018","64,444",1.9K,69
"Perspectives: Sema, Fish Farmer in Bangladesh",31-May-14,"21,167",LIKE,DISLIKE
सीमेंट टैंक और तारपोलीन टैंक में क्या अंतर है | Biofloc Fish Farming in India | Biofloc | Bihar,6-Mar-20,"22,618",276,20
WHAT IS THE USE OF Zeolite IN BIOFLOC ????,13-Jan-20,"4,761",69,12
Biofloc | zeolite creation | jaikumar nagpur | Biofloc practical learning.,3-Feb-20,"2,833",90,4
BioFloc Training - North City BioFloc Fish Farm Pangasius Tilapia Fish Farming In Maharashtra India,17-Dec-19,"8,310",286,13
"Low cost biofloc 10,000 Litre Tank Setup kolkata dimond harour 8240413030",28-Sep-20,"1,975",51,5
Biofloc Freshwater Fish Farming Online Training Part 06... Hindi,"Premiered Dec 22, 2019","2,229",86,2
biofloc caco3 | biofloc calcium carbonate | caco3 | biofloc ph control | biofloc ph,25-Sep-20,"1,523",29,2
Biofloc मे FCR कितना आता है जाने |Jaikumar Nagpur maharstra  |biofloc practical learning,21-Mar-20,"2,388",67,7
Bangladeshi black Pangas seed 3inch 6Rs price.. Available. Save|| machli Palan ||#shorts,25-Jun-21,"1,371",51,1
Positioning Black Tiger Shrimps in International Market,25-Jun-18,"14,141",94,5
Biofloc Freshwater Fish Online Training Part 04,30-Dec-19,"5,446",214,6
"Important water parameters for fish farming in natural pond, RAS System, Cemented tank and Biofloc t",8-Nov-19,"1,913",71,1
Ornamental Fish Farming in Biofloc,20-Oct-20,"4,297",192,10
Caviar Production - Sturgeon Farm based in Hua Hin Thailand,30-Jul-17,"95,531",468,43
Sluj removing gun | jaikumar nagpur maharstra  | Biofloc practical learning .,13-May-20,"14,813",456,17
Biofloc Machhali growth medicine || Machhali Growth 100%|| Biofloc Fish Farming in India,4-Mar-20,"4,021",134,18
Biofloc in winter update after 70 days,6-Feb-20,"2,307",33,6
Temperature control in Biofloc Part 1 ll टेंपरेचर बढ़ाए ll Biofloc Training in Raipur ll,9-Dec-19,"7,077",318,44
Biofloc Freshwater Fish Online Training Part 13 ... Hindi,"Premiered Jan 15, 2020","2,032",73,3
biofloc air pump || biofloc fish farming || tank update,30-Jan-20,"4,638",105,19
Tips To Grow Fish In Less Time In Biofloc,11-Feb-20,"2,205",74,23
Biofloc Shrimp Training & Breeding Class,24-Oct-19,"1,040",10,5
Bangladeshi black Pangas 3 inch 5 50 per piece   Available||Machli Palan ||#shorts,25-May-21,"3,012",LIKE,DISLIKE
Biofloc with Organic feed and probiotics ! Now it’s time to  make advance level biofloc culture .,19-Oct-19,"2,377",45,5
বায়োফ্লোক পদ্ধতিতে মাছের রোগ সনাক্ত ও চিকিৎসা | fish diseases and treatment | bd biofloc help center,29-Oct-19,"24,552",1K,47
BIOFLOC AERATION by GROW FISH IN BIOFLOC,2-Oct-19,"70,589",902,45
"Biofloc fish farming coochbehar, contact no  8116279843",13-Jan-20,"1,970",48,7
"How to apply for NFDB subsidy scheme 2020, Knowledge kosh",1-Jun-20,"45,688",1K,97
GIFT Tilapia Fish Farming Using Biofloc Technology - Growth Update After 93 Days of Culture,5-Jun-20,"16,155",336,18
pond Preparation / Apne Pond ko kaise taiyar karen Machhali chhodane keliye part 3,3-May-20,"13,499",279,17
Aquaculture In-Pond Raceway System (IPRS) online course – trailer,25-Feb-20,"7,864",85,3
Biofloc Fish Farming in India | Biofloc | Biofloc fish farming in bihar | part-2,5-Mar-20,"5,692",113,7
BioFloc Par Fish Vigyan Ke Aftab Sir Ki Training Setup Aur Swarajya Fish Farm Ki Details,29-Sep-19,"10,788",385,17
Biofloc deshi magur update,1-Dec-19,"44,347",606,55
biofloc water preparation . Magur fish farming. ke liye tank ready kaise Karen..  jankari Hindi,26-May-20,"6,811",197,17
"C:N ratio calculation for biofloc || biofloc fish farming, probiotics, TDs,pH, calcium carbonate","Premiered Sep 16, 2019","39,747",1.5K,56
Biofloc fish farming murshidabad jangipur,,"35,219",536,65
everfresh pro probiotic का रिजल्ट | biofloc probiotic | biofloc fish farming | best probiotic,29-Jun-19,"24,365",295,28
Biofloc Fish Farming | Fish Plant | Machli Palan | Biofloc | Bihar | Indian | Hybrid Magur Fish,28-Oct-19,"1,230,278",17K,1.2K
Biofloc fish farming technology training program part 2 something.,6-Oct-19,"7,190",171,5
"""Biofloc Fish Farming setup""-Part-6  /water tank installation",28-Jan-19,"14,258",447,23
Introducing the gher system to northern Bangladesh,10-Jan-17,"1,414",18,0
Aeration for biofloc in bengali ll how to set up air stone and air pumpll,16-Oct-19,"10,299",194,9
#shorts|| singhi ready for sell ||Singhi machli || Machli Palan ||#shorts ||@shorts,29-May-21,38,LIKE,DISLIKE
Growing Fish and Vegetables Together..! AQUAPONICS SYSTEMS | Aquaponic Farming Setup Beginners Guide,7-Aug-20,"126,538",1.6K,88
Pabda Fish Farming - पाबडा मछली पालन - Pabda Fish Culture  - Fish Farming,27-Dec-19,"8,105",195,9
Biofloc small cement tank setup part 1,13-Apr-19,"4,672",46,7
How fish farming is reducing its impact on the environment,15-Mar-19,"15,386",94,9
Water preparation | part- 8 | free | Biofloc online training series | Jaikumar Nagpur | Biofloc prac,28-Apr-20,880,63,3
BIOFLOC. Tank of only 60 Litres water.,2-Nov-19,"7,901",86,11
Feed Percentage Calculations - Fish Ko Ek Din Mein Kitna Khilana Chahiye,2-Dec-20,"16,437",530,9
Modern Fish Farm with Amazing Technology and Cool Machines for The Highest Productivity,20-Oct-20,"247,054",2.3K,87
BioFloc ke liye Loan | Fish Farming Loan | Farming Loan,5-Sep-19,"8,122",100,19
Colour FISH Farm TOUR in Asia - Part 2 (With English Subtitles) | Factory Explorer,,"1,446,582",10K,1.4K
Commercial Biofloc setup at Midnapore/Kolaghat,14-Nov-19,"6,426",70,6
Biofloc Fish Farming | Fish Plant | Machli Palan | Biofloc | Bihar | Indian | Hybrid Magur Fish,21-Feb-20,"18,800",451,21
BLACK BENGAL GOAT FARMING | Best goat breed for Farming,2-Sep-20,"154,403",1.7K,134
Integrated Fish and Poultry Farming / Integrated Fish and Layer Chicken Farming,29-Nov-20,"634,094",9.2K,976
BIOFLOC FISH FARMING 30 DAYS UPDATE OF SILIGURI FISH FARMING,30-Sep-19,"6,215",134,12
GIFT Tilapia Fish Farming in Biofloc - Growth Update After 28 Days,3-Apr-20,"48,589",369,36
Biofloc fish farming in west bengal (100% Profitable),4-Oct-19,"1,115",27,1
চাঁপাইনবাবগঞ্জের বিখ্যাত একটি দশসেরি বেল খেতে পারবেন ২০ জন | Shykh Seraj | Channel i |,5-Jun-21,"124,080",3.3K,106
চীনে পানিবিহীন হাঁসের খামার | Shykh Seraj | Channel i |,"Premiered Jan 2, 2019","2,613,572",29K,2K
Water preparation My experience at Biofloc Fish Farming. Episode # 3rd । Bangotube,30-Dec-20,"15,870",452,28
বায়োফ্লক শুরু করতে কি কি লাগবে? Biofloc Fish Farming Item Price in BD | Biofloc Product Price in bd,17-Feb-21,"1,305",47,5
Biofloc Bangladesh 2,28-May-20,6,1,0
পুকুরে মুক্তা চাষ পদ্ধতি ও প্রশিক্ষণ (১ম পর্ব ) || বাংলাদেশ মৎস্য গবেষণা ইনস্টিটিউট,23-Aug-20,"7,062",130,7
মৎস্য প্রযুক্তিতে এগিয়ে বাংলাদেশ। পুকুরে কিভাবে অক্সিজেন তৈরি করে মাছ চাষে বিপ্লব ঘটাবেন,1-Jan-20,"23,606",611,22
মিশ্র মাছ চাষী  । মিশ্র মাছ চাষ পদ্ধতি। মিশ্র মাছ চাষ করে | সফল মাছ চাষী  বাগেরহাটের এনামুল,23-Feb-19,"188,418",2K,146
মাছের ওজন বাড়াতে  ওষুধ ও গ্রোথ প্রোমোটার || Aqua Medicine and Growth Promoter for Fish and Prawn,10-Jun-21,"11,286",1.3K,39
সবথেকে কম দামে 1000w আইপিএস || Full Automatic 1000W Power IPS Cheap Price in BD dc 12v to ac 220v,10-Jun-21,"19,246",550,26
"Rupchand Full Harvesting of 5000 Liter Biofloc Tank,Lose or Profit,FCR ?? Full Detailed Information",11-Jun-21,"1,218",34,1
How to make good profit in Biofloc Tilapia Culture - लाभदायक गिफ्ट तिलपिया फार्मिंग Biofloc  में,11-Jun-21,173,8,2
Full Harvesting Of My Amur Carp !! Profit Or Lose !! FCR ? Biofloc Fish Harvesting,10-Jun-21,956,50,4
How to Start Fish Farming | மீன் வளர்ப்பு | Fish Pond | Fish Business | Village Business Magnate,3-Feb-21,"16,378",284,26
Biofloc ত মাছ কেনেকৈ দিব || মীন পালন আমি ঘৰত কেনেকৈ কৰো || Assamese vlog,13-Jun-21,155,40,1
Vannamei Shrimp Farming in Fresh Water Using Biofloc Technology - 60 Days Growth Update,13-Jun-21,"11,228",374,13
biofloc fish farming |How to start biofloc fish farming |বায়োফ্লক পদ্ধতিতে মাছ চাষ .,13-Jun-21,147,14,0
Biofloc में मछलियों को दाना देने का सही तरीका | Magadh fresh farms,13-Jun-21,222,20,0
Biofloc probiotic के बारे में यह जानकारी आपको किसी ने नहीं बताई होगी | Magadh fresh farms,13-Jun-21,95,13,0
Biofloc fish farming madaripur এর ফ্রী ট্রেনিং ১৮৫ তাং ১৩/৬/২১ইং ০১৭৬৭৭৮২৮৯১,13-Jun-21,128,4,1
Biofloc ടാങ്കിൽ കരിമീൻ വളർത്തൽ,14-Jun-21,71,17,0
Spawn Farming in Drum |Fish nursery spawnlमछली के बच्चों का  पालन l  Profitable short period culture,13-Jun-21,"1,835",66,0
Assam biofloc fish farming বায়োফ্লকে মাছ চাষ আসম,13-Jun-21,40,7,1
HOW TO SETUP A TARPAULIN TANK FOR BIOFLOC? part - 2_কীভাবে তারপলিন ট্যাঙ্ক বানাবেন ?,"Premiered Jun 14, 2021",11,2,0
LARGEST BIOFLOC VANNAMEI FARM OF KERALA HARVESTING,13-Jun-21,"2,785",113,3
குறைந்த செலவில் தொட்டிகள் அமைத்து சுத்தமான தண்ணீரில் biofloc மீன் வளர்ப்பு || aquaculture,12-Jun-21,"44,094",883,33
Biofloc Tank set up / lay out (Single & Multiple ) Graphically,8-Sep-20,"2,467",63,0
A review of Biofloc Technology Equipment | Free Ebook Available,29-Jan-21,"5,189",177,3
BIOFLOC Fish Farming In Pakistan,22-Mar-21,"2,716",54,1
"biofloc fish farming tarpaulin tank //কলকাতার সবচাইতে বড় তারপলিন কারখানা, 3000 টাকায় তারপুলিন",29-May-21,"2,491",91,7
How to use liver tonic & vitamin c in biofloc || fish growth prmoter,29-Apr-21,"2,130",94,7
#Biofloc# How to control ammonia# in Hindi,12-Apr-20,"19,195",679,20
How many fishes per Biofloc Tank ???  How to calculate fish density per biofloc tank?,"Premiered Nov 6, 2020","5,149",65,6
Tilapia 90 days Growth in Biofloc | Pakistan | Lahore | Lasani Organic Farm | 03334449505,23-Aug-20,"20,558",477,10
Biofloc কি? কেনেকৈ কৰা হয় | Biofloc fish farming in Assam | Assam Biofloc Fish farming | AF,5-Oct-19,"83,142",2.7K,112
Perfect Biofloc Culture !! Biofloc Fish Farming India !! Amur Carp in biofloc !! Amur Carp Growth 🔥🔥,27-Jan-21,"4,522",130,15
Indoor  (Litopenaeus vannamei) Shrimp farming with Biofloc Technology | Aquaculture Technology,6-Nov-19,"124,255",994,54
BIOFLOC SUPER INTENSIVE SHRIMP POND WATER PREPARATION (Part 2) #13 | #FISH,13-Mar-21,"2,122",80,0
Biofloc Sludge Solutions 🔥🔥 Biofloc Fish Farming India,30-Sep-20,"8,792",389,19
BioFloc Vs Ponds - Advantages and Disadvantages,7-May-21,"4,580",262,8
Biofloc Indonesia,26-Dec-18,"84,840",467,19
come back after long time with Biofloc technology,29-Apr-21,"3,260",142,8
How to setup Biofloc Tanks start to end Process For Beginners,22-Jan-21,"9,307",131,3
ঘৰত বহিয়ে লাখ লাখ টকা | Biofloc Fish Farming Technique,25-Sep-20,"17,966",1.2K,55
Biofloc tank setup | BEST OFFER | portable tank | RS Polimer | biofloc fish farming | Installation |,27-May-21,"1,398",46,1
বায়োফ্লকে পাবদা ও গলদা চিংড়ি মাছ চাষের পদ্ধতি ও কৌশল | প্রশিক্ষণ | #biofloc_aquaculture_bangladesh,17-Feb-21,"1,200",52,5
বায়োফ্লক বিজ্ঞানসম্মত ব্যবহারিক প্রশিক্ষণ ২০২১|Biofloc Scientific Practical Training 2021,12-Jan-21,304,12,1
বাড়ির আঙ্গিনায় ত্বীন ফলের চাষ || fig cultivation in bangladesh,"Premiered Jun 7, 2021","10,873",257,5
BIOFLOC কী সত্যি 99% ফেল ? 😳 || Fish Farming || BIOFLOC FISH FARMING,27-Mar-21,"10,665",343,41
Biofloc Profitable Commertial Fish Farming - Tilapia Fish update - বায়োফ্লক,5-Dec-19,"7,228",81,18
Tilapia Fish farming  Update 25/4/2020 part-1,1-May-20,"4,000",131,7
Biofloc Fish farming Bangladesh,11-Oct-19,"1,423",39,2
No Ras No Biofloc Alas Method Of Easy Fish Farming BD আলাস পদ্ধতিতে সহজ মাছ চাষ,9-Dec-19,"29,984",551,32
70000 Profit par month  মাসে ৭০ হাজার লাভ --Biofloc fish farming =,12-Aug-20,"7,391",129,12
বায়োফ্লক মালের লিস্ট পাইকারি মূল্যসহ। Biofloc Fish Farming | Pump | Biofloc Fish Farming Bangladesh,17-Feb-21,"1,234",40,3
"Ammonia in BioFloc TAN, NH4+, NH3, BioFloc fish farming System",8-Dec-19,"56,610",1.6K,58
তেলাপিয়া মাছ চাষের আগে একটু সচেতন হন || Tilapia Fish Farming tips,6-Apr-20,"4,804",157,11
Biofloc Fish Farming | Biofloc Probiotic Preparation|প্রোবায়োটিক প্রস্তুত |Biofloc Institute,4-Dec-19,"23,963",779,32
